VAR,Variable,COU,Country,YEA,Year,Value
FELL_TOT,Fellings,RUS,Russia,2004,2004,121516
FELL_TOT,Fellings,RUS,Russia,2005,2005,124224
FELL_TOT,Fellings,RUS,Russia,2006,2006,125427
FELL_TOT,Fellings,RUS,Russia,2007,2007,142177
FELL_TOT,Fellings,RUS,Russia,2008,2008,113128
FELL_TOT,Fellings,RUS,Russia,2009,2009,100059
FELL_TOT,Fellings,RUS,Russia,2010,2010,112163
FELL_TOT,Fellings,SVN,Slovenia,1990,1990,2435
FELL_TOT,Fellings,SVN,Slovenia,2000,2000,2609
FELL_TOT,Fellings,SVN,Slovenia,2005,2005,3153
FELL_TOT,Fellings,SVN,Slovenia,2006,2006,3718
FELL_TOT,Fellings,SVN,Slovenia,2007,2007,3242
FELL_TOT,Fellings,SVN,Slovenia,2008,2008,3427
FELL_TOT,Fellings,SVN,Slovenia,2009,2009,3374
FELL_TOT,Fellings,SVN,Slovenia,2012,2012,4869
FELL_TOT,Fellings,SVN,Slovenia,2018,2018,5251
